69 19 28 13.9 +14 00 06 231510  s104872  KOV*      ...E....JK   5103  5 -1 -0.40  0.00 L
69 20 12 05.7 +46 18 02         s49312   KOV*      ...E....JK   5049  5 -1 -0.27  0.00 L
69 13 33 21.1 +26 07 11         g150-11  KOV*      ...E..H..K   5009  5 -1 -0.33  0.00 L
42 00 06 03.4 +63 40 47    108  s10973   O6If      .C..F.....  40300  2  0  0.00  0.50 JHC
42 02 42 52.0 +56 54 16  16691  s23550   O5If      ....F.....  39000  2  0  0.00  0.81 JHC
43 00 04 03.8 +62 13 19 225160  s10952   O8I       .C..F.....  34200  2  0  0.00  0.59 JHC
44 06 51 34.1 +00 17 50  50064  s114524  B1Ia      .C..F.....  21500  2  0  0.00  0.97 JHC
45 23 51 58.9 +63 18 11         s20899   B3I       ....FG....  15500  2  0  0.00  0.66 JHC
45 20 15 23.5 +42 24 04 192832  s49374   B5Ia      ...E....JK  13800  2  0  0.00  1.06 JHC
46 02 47 24.2 +57 40 38  17145  s23607   B8Ia      .C..F.....  11300  2  0  0.00  0.88 JHC
47 00 42 59.2 +62 14 06         s11344   A0Ib      ....FG....   9850  2  0  0.00  0.84 JHC
47 19 46 58.4 +28 02 43 332757  s87716   A3Ia      ...E....JK   8300  2  0  0.00  0.34 JHC
48 01 31 52.6 +61 31 25   9167  s11801   A7I       ....FG....   7880  2  0  0.00  0.91 JHC
48 00 13 00.3 +55 51 32    842  s21214   A9I       .C..F.....   7200  2  0  0.00  0.44 JHC
49 01 37 27.1 +45 57 27   9880  s37370   F0Ib      ....FG....   7030  2  0  0.00  0.25 JHC
49 02 07 46.3 +58 39 59  12842  s22943   F3I       .C..F.....   6500  2  0  0.00  0.66 JHC
50 02 55 54.3 +60 23 36  17971  s12518   F7I       ....FG....   6200  2  0  0.00  0.53 JHC
51 04 04 58.5 +58 39 35  25361  s24392   G0Ia      .C..F.....   5900  2  0  0.00  0.38 JHC
51 00 29 58.6 +60 12 43 236429  s21446   G1I       ....FG....   5850  2  0  0.00  0.41 JHC
52 01 34 36.4 +46 03 47   9548  s37325   K1Ib      ....FG....   4580  2  0  0.00  0.28 JHC
52 00 15 09.6 +60 46 20   1069  s11069   K2I       ....FG....   4460  2  0  0.00  0.28 JHC
53 00 18 28.8 +62 12 10   1400  s11095   K5I       ....FG....   3780  2  0  0.00  0.06 JHC
54 15 01 48.9 -00 08 25 132933  s120798  M0.5IIb   ...E....JK   3660  2  0  0.00  0.00 M83
55 11 15 12.2 +23 05 44  97778  s81736   M3IIb     A..E...I..   3300  2  0  0.00  0.00 M83
24 01 32 32.7 +61 07 46         s11810   O7.5III   ....FG....  37000  3  0  0.00  0.69 JHC
24 20 10 58.3 +41 21 10 191978  s49280   O8.5II    ...E....JK  35000  3  0  0.00  0.56 JHC
24 02 40 44.9 +61 16 56  16429  s12383   O99.5II   .C..F.....  32000  3  0  0.00  0.91 JHC
24 02 13 37.0 +56 34 14  13494  s23043   B1III     .C..F.....  21500  3  0  0.00  0.47 JHC
25 06 24 01.8 +19 54 32 256413  s95626   B5III     .C..F.....  13800  3  0  0.00  0.56 JHC
26 03 14 50.6 +47 09 18  20023  s38671   B9III     ....FG....  11300  3  0  0.00  0.16 JHC
27 01 58 51.6 +37 41 08  12027  s55163   A3III     .C..F.....   8300  3  0  0.00  0.16 JHC
28 23 25 06.3 +58 25 05 240296  s35403   A6III     ....FG....   8000  3  0  0.00  0.34 JHC
28 02 01 20.4 +60 30 43  12161  s12086   A8III     .C..F.....   7600  3  0  0.00  0.03 JHC
28 07 52 47.2 +01 35 50  64191  s116066  F0III     .C..F.....   7030  3  0  0.00  0.03 JHC
29 00 54 52.7 +60 04 38   5211  s21831   F4III     ....FG....   6500  3  0  0.00  0.06 JHC
29 07 16 00.1 +15 21 02  56030  s96705   F6III     .C..F.....   6300  3  0  0.00  0.06 JHC
29 23 24 01.0 +61 16 15         s20603   F7III     ....FG....   6200  3  0  0.00  0.09 JHC
30 02 33 54.2 +31 34 50  15866  s55660   G0III     .C..F.....   5900  3  0  0.00  0.06 JHC
30 04 07 09.9 +27 30 33  25894  s76462   G2III     .C..F.....   5770  3  0  0.00  0.03 JHC
30 00 29 14.3 +59 28 10   2506  s21431   G4III     ....FG....   5700  3  0  0.00  0.16 JHC
56 19 23 10.1 -10 42 12 182040  s162551  C0        ...E....JK   5040  3  0 -0.10  0.00 FEH
31 15 49 35.6 +26 04 06 141714  s84019   G5III-IV  ..D.....JK   5010  3  0  0.00  0.00 TTCB
31 04 12 25.0 +23 34 28  26514  s76499   G6III     .C..F.....   4970  3  0  0.00  0.19 JHC
32 05 37 25.1 +32 14 57 245389  s58259   G8III     .C..F.....   4870  3  0  0.00  0.16 JHC
31 01 58 29.8 +37 51 38         s55155   G9III     ....FG....   4800  3  0  0.00  0.06 JHC
32 11 30 29.0 +18 24 35 100006  s99637   K0III     .C.E...I..   4755  3  0  0.02  0.00 FEH
32 01 58 52.9 +37 48 57         s55164   K0III     ....FG....   4720  3  0  0.00  0.06 JHC
32 15 36 29.6 +10 00 37 139195  s101640  K0III     ..D...HI..   4541  3  0 -0.11  0.00 FEH
33 05 10 44.4 +00 04 09  33506  s112496  K2III     .C..F.....   4460  3  0  0.00  0.06 JHC
33 13 00 16.5 +30 47 06 112989  s63288   K1III     ..D...HI..   4460  3  0 -0.07  0.00 FEH
34 17 06 18.0 +22 05 03 154733  s84835   K4III     ...E....JK   4200  3  0  0.00  0.00 FEH
34 03 25 23.9 +31 43 52  21110  s56436   K4III     ....FG....   4010  3  0  0.00  0.12 JHC
35 00 50 16.4 +60 07 56 236547  s21753   K7III     ....FG....   3750  3  0  0.00  0.22 JHC
36 15 48 44.4 +18 08 30 141477  s101752  M0.5IIIab ...E....JK   3660  3  0  0.00  0.00 M83
36 15 35 14.9 +39 00 36 139153  s64790   M1.5IIIb  ..D.....JK   3600  3  0  0.00  0.00 M83
36 16 03 09.3 +59 24 39 144542  s29777   M1III     ...E....JK   3600  3  0  0.00  0.00 M83
37 13 06 59.7 +31 06 21         s63349   M3III     ...E..HI..   3300  3  0  0.00  0.00 JHC
37 12 38 22.4 +01 51 17 109896  s119508  M3+III    .C.E...I..   3300  3  0  0.00  0.00 M83
37 14 43 25.4 +26 31 40 129712  s83488   M3-III    ...E....JK   3300  3  0  0.00  0.00 M83
37 18 11 54.2 +31 24 19 167006  s66737   M3III     ...E....JK   3300  3  0  0.00  0.00 M83
38 12 45 37.0 +27 07 44 110964  s82478   M4III     .CD....I..   3100  3  0  0.00  0.06 JHC
39 14 07 55.8 +43 51 16 123657  s44901   M4.5III   ...E..HI..   3100  3  0  0.00  0.00 M83
38 14 57 35.0 +65 55 57 132813  s16558   M4.5III   ...E....JK   3100  3  0  0.00  0.00 M83
40 16 45 11.4 -03 05 06 151061  s141344  M5-III    ...E....JK   2960  3  0  0.00  0.00 TTCB
39 12 02 12.6 +39 32 52         s62808   M5III     ......HI..   2950  3  0  0.00  0.00 JHC
41 15 50 46.6 +48 28 59 142143  s45758   M6-7SIII  ...E....JK   2800  3  0  0.00  0.00 M83
18 14 26 27.4 +19 13 37 126661  s101025  F0m       ...E..HI..   7754  4  0  0.10  0.00 FEH
19 09 42 15.0 +77 32 52  83140  s6933    F3IV      ....F.H...   6500  4  0  0.00  0.12 JHC
20 12 19 29.5 +28 09 25 107213  s82244   F8V       .CD....I..   6300  4  0  0.11  0.09 FEH
20 15 19 18.8 +01 45 55 136202  s120946  F8III-IV  ..D...HI..   6072  4  0 -0.12  0.00 FEH
20 15 14 38.3 +67 20 48 136064  s16660   F9IV      ...E..HI..   6000  4  0 -0.03  0.00 FEH
21 16 01 02.7 +33 18 13 143761  s65024   G2V       ...E....JK   5793  4  0 -0.17  0.00 FEH
21 09 08 02.7 +27 33 32  78277  s80653   G2IV      .C..F.....   5770  4  0  0.00  0.09 JHC
22 08 21 33.8 +28 49 04  70178  s80124   G5IV      .C..F.....   5660  4  0  0.00  0.19 JHC
23 12 00 44.5 -10 26 46 104304  s157041  G8IV      A..E...I..   5478  4  0  0.18  0.00 FEH
 1 22 46 54.1 +58 05 04 215835  s34810   O5.5V     ....FG....  44500  5  0  0.00  0.72 JHC
 2 06 24 38.4 +19 42 16  44811  s95633   O7.5V     .C..F..I..  35000  5  0  0.00  0.44 JHC
   01 52 13.7 +58 26 06 236894  s22694   O8V       ....FG....  30000  5  0  0.00  0.56 JHC
 2 02 50 34.9 +60 24 07 237007  s12463   B0V       ....FG....  26500  5  0  0.00  0.69 JHC
 3 05 42 41.5 +36 08 59  37767  s58354   B3V       .C..F.....  15500  5  0  0.00  0.38 JHC
 3 23 37 39.8 +60 23 09 240344  s20734   B4V       ....FG....  14500  5  0  0.00  0.78 JHC
 4 04 51 04.8 +44 58 08  30584  s39800   B6V       .C..F.....  12900  5  0  0.00  0.44 JHC
 5 13 23 57.0 +43 35 55 116608  s44595   A1V       ...E..HI..   9500  5  0  0.00  0.12 JHC
 5 14 11 57.3 +38 49 52 124320  s63984   A2V       ...E..HI..   9120  5  0  0.00  0.16 JHC
 5 20 05 24.3 +34 59 04 190785  s69382   A2V       ...E....JK   9120  5  0  0.00  0.03 JHC
 5 23 34 19.4 +61 26 15 221741  s20709   A3V       ....FG....   8720  5  0  0.00  0.12 JHC
 6 01 34 34.8 +46 31 32   9547  s37324   A5V       .C..F.....   8260  5  0  0.00  0.19 JHC
 6 03 31 30.2 +49 54 07  21619  s38904   A6V       .C..F.....   8000  5  0  0.00  0.12 JHC
 6 03 49 12.2 +23 53 12  23863  s76231   A7V       ....FG....   7880  5  0  0.00  0.06 JHC
 7 01 39 10.3 +61 37 43   9972  s11895   A8V       .C..F.....   7600  5  0  0.00  0.03 JHC
 8 03 48 13.6 +24 19 06  23733  s76210   A9V       ....FG....   7200  5  0  0.00  0.09 JHC
 8 01 38 48.1 +40 45 39  10032  s37400   F0V       .C..F.....   7030  5  0  0.00  0.06 JHC
 9 04 23 10.9 +32 11 36 281989  s57199   F6V       ....FG....   6300  5  0  0.00  0.06 JHC
 9 12 19 01.5 +24 50 46 107132  s82235   F7V       .C.E...I..   6200  5  0  0.00  0.00 JHC
10 19 51 01.6 +10 24 57 187691  s105338  F8V       ...E....JK   6146  5  0  0.12  0.00 FEH
10 16 36 26.0 +30 56 30 149890  s65426   F9V*      ...E....JK   5955  5  0 -0.15  0.00 L
11 02 51 39.6 +45 58 46  17647  s38396   G1V       ....FG....   5850  5  0  0.00  0.16 JHC
11 08 08 10.5 +71 55 28  66171  s6424    G2V       .C..F.....   5770  5  0  0.00  0.06 JHC
11 13 43 35.7 +14 21 56 119550  s100676  G2V*      ...E..HI..   5746  5  0  0.11  0.00 L
12 03 36 09.5 +42 20 22  22193  s38976   G6V       .C..F.....   5600  5  0  0.00  0.03 JHC
12 04 22 44.8 +16 47 28  27685  s93895   G7V       .C..F.....   5540  5  0  0.00  0.06 JHC
   13 13 37.0 +56 42 30 115043  s28679   G1Va      ...E..HI..   5538  5  0 -0.10  0.00 FEH
12 16 41 50.2 +13 08 56 150633  s102327  G7V*      ...E....JK   5472  5  0 -0.04  0.00 L
12 14 07 27.2 +41 35 02         g165-49  G8V*      ...E..HI..   5440  5  0 -0.24  0.00 L
12 13 08 13.2 +03 46 37 114094  g60-66   G8V*      ...E..HI..   5433  5  0 -0.21  0.00 L
13 16 36 21.4 -02 19 29 149661  s141269  K2V       ...E....JK   5362  5  0  0.01  0.00 FEH
13 16 42 38.6 +68 06 08 151541  s17200   G9V*      ...E....JK   5354  5  0  0.12  0.00 L
13 05 08 55.1 -02 31 17  33278  s131817  G9V       .C..F.....   5340  5  0  0.00  0.38 JHC
13 03 48 23.0 +52 02 16  23524  s24232   K0V       .C..F.....   5240  5  0  0.00  0.03 JHC
13 17 23 57.3 +37 16 49         s66004   K0V*      ...E....JK   5172  5  0  0.08  0.00 L
13 16 57 36.4 +26 54 20         s84725   K0V*      ...E....JK   5120  5  0 -0.23  0.00 L
14 00 57 04.4 +69 02 36   5351  s11483   K4V       ....FG....   4550  5  0  0.00  0.09 JHC
15 04 52 53.0 +27 18 51 283916  s76803   K5V       ....FG....   4400  5  0  0.00  0.56 JHC
16 13 45 43.8 +14 53 29 119850  s100695  M2-V      ...E..HI..   3400  5  0  0.00  0.00 M83
17 10 19 36.3 +19 52 12         s81292   M4.5Ve    ......HI..   3200  5  0  0.00  0.02 JHC
64 19 48 11.8 +22 45 46 187238  s87735   K3Iab-Ib  ...E....JK   4500  2  1  0.20  1.00 FEH
64 20 38 44.0 +13 18 54 196725  s106342  K3Ib      ...E....JK   4500  2  1  0.22  0.50 FEH
62 12 53 55.7 +26 46 48 112127  s82554   K2IIICN2  .C.E..HI..   5544  3  1  0.30  0.00 FEH
63 11 46 55.6 +55 37 41 102328  s28142   K3III     .CD....I..   4210  3  1  0.50  0.00 FFBG
63 14 58 53.6 -11 08 38 132345  s158946  K3IIICN2  ..D...HI..   4210  3  1  0.50  0.00 FFBG
63 19 15 33.1 +73 21 20 181984  s9366    K3IIICN1  ...E....JK   4210  3  1  0.50  0.00 FFBG
60 19 19 46.1 +64 23 27 182308  s18287   B9p       ...E....JK  13622  4  1  1.70  0.03 FEH
60 19 07 09.0 +00 38 28 178065  s124282  B9III     ...E....JK  12293  4  1  0.90  0.00 FEH
60 16 02 47.9 +46 02 12 144206  s45865   B9III     ..D.....JK  11455  4  1  0.25  0.03 FEH
60 18 52 07.2 +41 23 00 175132  s47874   B9PSI     ...E....JK  11455  4  1  1.40  0.06 FEH
61 11 50 41.7 +01 45 53 102870  s119076  F8Va      ..D....I..   6072  4  1  0.24  0.00 FEH
57 21 01 29.1 +79 17 45         s9943    G5V*      ...E....JK   5667  5  1  0.34  0.00 L
58 14 32 33.0 +61 26 18 128127  s16424   G8V*      ..D...HI..   5436  5  1  0.18  0.00 L
59 16 10 24.3 +43 49 04 145675  s45933   K0V       ...E....JK   5250  5  1  0.27  0.00 FEH
59 17 25 17.8 +45 41 10 158133  s85110   K0V*      ...E....JK   5230  5  1  0.20  0.00 L
   15 57 00.4 +20 35 39         s84091   K0V*      ..D.....JK   5172  5  1  0.26  0.00 L
59 13 15 43.3 +11 53 48         s100482  K0V*      ...E..HI..   5029  5  1  0.19  0.00 L
